"","title","links.href","time","description","author.name"
"404","“Watermelons Will Not Respond to Your Knocking” Sign Goes Viral on Chinese Social Media","http://www.whatsonweibo.com/watermelons-will-not-respond-tapping-sign-goes-viral-chinese-social-media/",2016-06-20,"A sign asking customers ‘not to knock on watermelons’ in an Italian supermarket has recently caused much upheaval on Chinese social media, where many people think the no “watermelon knocking” policy is specifically directed at Chinese customers.","Diandian Guo"
"405","Heat Wave: Zhengzhou Students Injured When Lining Up for Air-Conditioned Library","http://www.whatsonweibo.com/zhengzhou-students-injured-lining-air-conditioned-library/",2016-06-21,"A couple of Zhengzhou students were injured when trying to enter their school’s air-conditioned library yesterday. While outside temperatures toppled 30 degrees, many were afraid to suffer heat stroke in their un-air-conditioned dormitories.","Manya Koetse"
"406","Tradition or Abuse? Chinese Views on the Yulin Dog Meat Festival","http://www.whatsonweibo.com/tradition-abuse-chinese-views-yulin-dog-meat-festival/",2016-06-23,"The start of the annual Yulin Dog Meat Festival has made global headlines, with international celebrities and politicians condemning the event. The tradition has mainly sparked outrage outside of China, but what is the general view on the dog meat festival within the PRC?","Manya Koetse"
"407","Reactions to Brexit in Chinese (Social) Media","http://www.whatsonweibo.com/reactions-brexit-chinese-social-media/",2016-06-24,"News of the United Kingdom leaving the European Union is fully dominating international headlines and has become the number one trending topic on Sina Weibo. As Brexit is now also making front-page news in China, What’s on Weibo provides an overview of reactions to Brexit in Chinese (social) media.","Manya Koetse"
"408","Shocking Video Shows Women Beating Up Alleged Mistress in Anhui","http://www.whatsonweibo.com/woman-beating-husbands-mistress/",2016-06-26,"A shocking video showing multiple women hitting and kicking an alleged ‘mistress’ in broad daylight has become a topic of much discussion on Sina Weibo, where the many different reactions show ambivalent attitudes on China’s mistress culture.","Manya Koetse"
"409","Chinese Variety Show “Heroes of Remix” Brings Electronic Dance Music to the Masses","http://www.whatsonweibo.com/chinese-variety-show-remix-brings-electronic-dance-music-masses/",2016-06-26,"China’s new music reality show Heroes of Remix has become a hot topic on Chinese social media since its first airing on Jiangsu TV. The show gives electronic dance music a Chinese flavor and has heightened the popularity of the music genre in China.","Yanling Xu"
"410","The Brexit “Divorce Drama” Captivates Chinese Netizens","http://www.whatsonweibo.com/brexit-divorce-drama-captivates-chinese-netizens/",2016-06-27,"As politicians, EU citizens and international media are feverishly discussing the post-Brexit turmoil, many Chinese netizens see the Brexit referendum as a “divorce drama” rather than a critical political decision-making process: will Mrs. Britain and Mr. EU ever get back together?","Diandian Guo"
"411","‘True Heroes’ : Netizens Pay Tribute to Firefighters Killed in Hong Kong Blaze","http://www.whatsonweibo.com/true-heroes-netizens-pay-tribute-firefighters-killed-hong-kong-blaze/",2016-06-28,"As Hong Kong celebrities and TV stations have joined hands to pay respect to the city’s frontline firefighters who battled the deadly blaze that broke out last Tuesday, the topic ‘salute to our firefighters’ became trending on Sina Weibo.","Yanling Xu"
"412","Chinese Netizens on Lady Gaga: “You Can’t Blame the Ignorant”","http://www.whatsonweibo.com/chinese-netizens-bye-bye-lady-gaga/",2016-06-29,"The recent meeting between popular singer Lady Gaga and the Dalai Lama led to much international media coverage on the negative reactions from Chinese fans. Although some netizens express their anger with Gaga, there are many who say Chinese people can’t blame her “ignorance”.","Manya Koetse"
"413","LEI YANG CASE UPDATE: Policemen Arrested Over Controversial Death","http://www.whatsonweibo.com/leiyangupdate/",2016-06-30,"Beijing Supreme People’s Procuratorate has published an update on the investigation into the Lei Yang case, that had thousands of netizens outraged over suspected police brutality. The autopsy results on Lei Yang’s body were publicly released on June 30. Two policemen involved in Lei Yang’s arrest are suspected of “neglect of duty” and have been placed under arrest.","Manya Koetse"
"414","Woman Fakes Kidnapping to Test Husband’s Love","http://www.whatsonweibo.com/woman-fakes-kidnapping-test-husbands-love/",2016-07-01,"A 43-year-old woman from Chongqing recently faked her own kidnapping, leading to a team of 29 policemen searching for her for 2 days and 2 nights. When they found her unharmed, she said she staged her own abduction to “test if her husband still loved her”.","Manya Koetse"
"415","Brand-New Chengdu Apartments Smashed Up by Construction Workers [Video]","http://www.whatsonweibo.com/apartments-destroyed-homeowners-duped/",2016-07-02,"The owners of brand-new apartments in Chengdu recently have become the victim of a dispute between contractor and developer, that led to a sudden destruction of their homes in the early morning of June 28.","Manya Koetse"
"416","Hu Angang: Digital is Key in China’s 13th Five-Year Plan","http://www.whatsonweibo.com/huangangfiveyearplan/",2016-07-05,"China’s 13th Five-Year Plan (2016-2020) is underway. Renowned Chinese economics professor Hu Angang (胡鞍钢) talks about its main focuses, Chinese women consumers, and why digital is key for China’s future.","Manya Koetse"
"417","News of Shanghai Illegal Garbage Dumping Leads to Online ‘Shanghai Bashing’","http://www.whatsonweibo.com/news-shanghai-illegal-garbage-dumping-leads-online-shanghai-bashing/",2016-07-07,"Chinese netizens have responded with anger to recent news reports that tons of construction waste from Shanghai is being dumped outside the city. The news led to an online ‘Shanghai bashing’ galore – with some netizens defending the city’s reputation.","Manya Koetse"
"418","Game Time: 5 Must-Knows About China’s Mobile Gaming Market","http://www.whatsonweibo.com/game-time-5-must-knows-chinas-mobile-gaming-market/",2016-07-11,"China has the largest mobile gaming market in the world – an exciting market not just for game-lovers, but also for those into marketing and advertising. Shanshan Cao, senior market analyst China at Newzoo, recently shared the ins and out of China’s hot gaming world. What’s on Weibo joined the event, that was hosted by Digital China.","Manya Koetse"
"419","South China Sea Verdict: Reactions from Chinese (Social) Media","http://www.whatsonweibo.com/south-china-sea-verdict-reactions-chinese-social-media/",2016-07-12,"A verdict has come out in the case of the South China Sea that was brought to the tribunal in The Hague by the Philippines which argues that Chinese activities in the region are illegal. Big news that has got Chinese (social) media talking. Check out our latest Weivlog here.","Manya Koetse"
"420","Chinese University Students: Compulsory Military Education Cause for Complaint","http://www.whatsonweibo.com/chinese-university-students-compulsory-military-education-cause-complaint/",2016-07-15,"While compulsory military training has always been a source of complaint amongst Chinese students, dissatisfied voices grew louder this year. A wave of complaints from university students in Beijing about the conditions of their training camp has sparked online discussion about military education at Chinese universities.","Diandian Guo"
"421","The Uniqlo Sex Tape: One Year Later","http://www.whatsonweibo.com/uniqlo-sex-tape-one-year-later/",2016-07-16,"It has been a year since the Uniqlo sex tape took over Chinese social media. What happened? Watch our What’s on Weibo flashback video blog.","Manya Koetse"
"422","“I Will Wash Your Uniform For You” – China’s Soldier-Loving Girls","http://www.whatsonweibo.com/will-wash-uniform-chinas-compliant-soldier-loving-girls/",2016-07-19,"A photo series titled “100.000 soldier-loving girls”(十万恋军女孩) posted by China’s Military Web in honour of soldiers’ aid during the Wuhan flood has triggered online discussions about the way in which it portrays Chinese women.","Diandian Guo"
"423","China’s Latest Viral App Sparks Discussion On Data-Collecting Methods","http://www.whatsonweibo.com/chinas-latest-viral-app-sparks-discussion-data-collecting-methods/",2016-07-20,"China’s latest viral sensation, the ‘Personality Label’ app, has taken Chinese social media sites by storm. But after reportedly violating WeChat community guidelines, skeptical netizens have triggered a discussion on the rules surrounding popular apps.","Cat Hanson"
"424","Weibo Netizens Show Support for Shanghai Restaurant Harassed By Muslim “Noodle Gang”","http://www.whatsonweibo.com/weibo-netizens-support-shanghai-restaurant-harrassed-muslim-noodle-gang/",2016-07-24,"What was supposed to be a celebratory opening of a new Hui noodle restaurant in Shanghai, turned into a weeklong nightmare as a local “noodle gang” (拉面帮) harassed the owner and threatened him to close his business. Chinese netizens played an important role in supporting the restaurant to continue its business.","Diandian Guo"
"425","Woman Killed By Tiger in Beijing Safari Park – Who is Responsible?","http://www.whatsonweibo.com/woman-killed-tiger-beijing-safari-park-responsible/",2016-07-25,"One Chinese woman was killed and one injured by a tiger’s attack when they exited their car in the middle of a wildlife park in Beijing. Netizens now wonder if the safari park should be held responsible for the tragic incident.","Manya Koetse"
"426","Global Times Responds to China’s Recent Online News Media Censorship","http://www.whatsonweibo.com/global-times-shan-renping/",2016-07-26,"Chinese internet regulators have fined and shut down several major news site webpages this week for producing ‘original news reporting’. Chinese state-run Global Times newspaper’s columnist Shan Renping responds to the recent developments in the sphere of China’s online news reporting and its censorship.","Manya Koetse"
"427","“Who am I?” Chinese Communist Party Launches First Public Service TV Ad","http://www.whatsonweibo.com/chinese-communist-party-launches-first-public-service-tv-ad/",2016-07-28,"In celebration of the 95th anniversary of the China’s Communist Party (CPC), CCTV recently produced the Party’s first public service TV ad. The emotional video has got Weibo’s netizens talking.","Diandian Guo"
"428","“I’m Dog-Tired” Viral Choir Song Resonates With Stressed-Out Young Chinese","http://www.whatsonweibo.com/im-dog-tired-viral-choir-song-resonates-stressed-young-chinese/",2016-07-29,"A new song by a Shanghai choir has become an instant hit in China. The song, titled “My Body Feels Empty”, resonates with China’s younger generations who feel pressured and stressed out by their busy working schedules.","Diandian Guo"
"429","Happy Ending to Unfortunate Love Story of Dutchman in China","http://www.whatsonweibo.com/behind-unfortunate-love-story-dutchman-china/",2016-08-03,"The unfortunate love story of a Dutchman in China has made international headlines over the past week, as the man waited for over ten days on Changsha airport in hopes of meeting his online Chinese girlfriend – who failed to show up. Although the man was even admitted to a local hospital in critical condition, the story now seems to have unexpectedly taken a happy turn.","Manya Koetse"
"430","Didi Gone Wrong – Taxi Driver Catches Own Wife Cheating As She Gets Into His Car with Her Lover","http://www.whatsonweibo.com/cheating-woman-gets-caught/",2016-08-03,"A young woman from Jiangsu province was caught cheating on her husband after ordering a taxi online for her and her lover. When the taxi driver turned out to be her own husband, drama ensued. Weibo netizens seem mostly concerned with the practical details of this matter.","Manya Koetse"
"431","Bizarre Video of Woman Urinating On FamilyMart Counter Goes Viral","http://www.whatsonweibo.com/bizarre-video-woman-urinating-supermarket-counter-goes-viral/",2016-08-04,"Life of a FamilyMart shop assistant is not all roses. A bizarre video of a woman urinating on the counter of a FamilyMart right in front of the cashier is now making its rounds on Chinese social media.","Manya Koetse"
"432","‘Humiliating’ Korean K-Swiss Commercial Enrages Chinese Netizens, Fuels Anti-Korean Sentiment","http://www.whatsonweibo.com/humiliating-korean-k-swiss-commercial/",2016-08-05,"A Korean commercial by American footwear company K-Swiss has recently sparked outrage on Chinese social media. The ad video depicts an alleged Chinese character in a way that is called “insulting” and “humiliating” to China. The controversy fuels anti-Korean sentiments amidst China-South Korea tensions, negatively impacting the popularity and presence of Korean pop culture in the PRC.","Manya Koetse"
"433","“Why Boys?” – Sexual Abuse of Teenage Boys in Dalian School Shocks Chinese Netizens","http://www.whatsonweibo.com/boys-sexual-abuse-teenage-boys-dalian-school-shocks-chinese-netizens/",2016-08-05,"A sexual abuse scandal at a top-rated private middle school in Dalian, China, has recently come to light. According to reports, a 43-year-old male teacher consistently molested teenage boys over a period of two years. Chinese netizens are shocked that the teacher specifically targeted teenage boys rather than girls, revealing existing misconceptions about male victims of sexual abuse in China.","Manya Koetse"
"434","“Wow I’m So Fast!” – Olympic Swimmer Fu Yuanhui Becomes Chinese Internet Sensation","http://www.whatsonweibo.com/wow-im-fast-olympic-swimmer-fu-yuanhui-becomes-chinese-internet-sensation/",2016-08-08,"Chinese Olympic swimmer Fu Yuanhui has become a sensation on Chinese social media after she finished third in the women’s 100m backstroke in Rio de Janeiro on August 7. More than for her swimming skills, the 20-year-old athlete is praised for her funny expressions and down-to-earth attitude.","Diandian Guo"
"435","China’s Sweetheart Swimmer Fu Yuanhui Wins Bronze, Doesn’t Know It","http://www.whatsonweibo.com/chinas-sweetheart-swimmer-fu-yuanhui-wins-bronze-doesnt-know/",2016-08-09,"Swimming athlete Fu Yuanhui, who became an internet sensation overnight after her semi-finals interview, has won a bronze medal after the women’s 100m backstroke finals at the Rio Olympics. Her reaction again warms the hearts of Chinese netizens.","Manya Koetse"
"436","China’s E-Learning Revolution: The 10 Hottest Chinese Online Education Companies of 2016","http://www.whatsonweibo.com/10-hottest-chinese-online-education-companies-2016/",2016-08-10,"China’s rapid digital developments have greatly impacted people’s lives in many ways. It has not only changed how people talk, shop, pay, or even date – it has also changed how they learn. The increasing popularity of cyber schools is bringing about major changes in China’s education system. What’s on Weibo covers the latest developments in the booming business of e-learning in China, and introduces the 10 hottest players in the field. [This is a premium content article.]","Manya Koetse"
"437","Canadian Olympic Commentator Forgets to Turn Off Mic, Insults Chinese Swimmer","http://www.whatsonweibo.com/canadian-olympic-commentator-forgets-turn-off-mic-insults-chinese-swimmer/",2016-08-11,"A Canadian CBC Olympic commentator has angered netizens with the comments he made after the performance of a 14-year-old Chinese national athlete when he thought his microphone was turned off.","Manya Koetse"
"438","Chinese Netizens Infatuated With Sohu’s ‘My Little Princess’ Hit TV Drama","http://www.whatsonweibo.com/chinese-netizens-infatuated-sohus-little-princess-hit-tv-drama/",2016-08-13,"China’s latest hit drama My Little Princess (亲爱的公主病) has been trending on Chinese social media recently, with many netizens infatuated with the show and its main actors. The show is produced and broadcasted by Chinese streaming platform Sohu.","Manya Koetse"
"439","Made-in-China Olympic Design: The Helmets of China’s Cycling Track Team","http://www.whatsonweibo.com/chinas-olympic-helments/",2016-08-13,"China’s Olympic track cyclists did not just make headlines today for their sporting performances, but also for rocking some very original and eye-catching helmets. The helmets fulfilled multiple functions – serving as safety gear, lucky charms, and as a promotion of China’s design and cultural heritage.","Manya Koetse"
"440","Betrayed and Divorced: Chinese Film Star Wang Baoqiang Caught Up in Love Scandal","http://www.whatsonweibo.com/wangbaoqiang/",2016-08-14,"Chinese film star Wang Baoqiang became big news on Weibo after publicly announcing he is divorcing his wife and firing his agent because of their secret love affair.","Manya Koetse"
"441","Female Driver Hits Pedestrian, Dances Around Victim","http://www.whatsonweibo.com/female-driver-hits-pedestrian-dances-around-victim/",2016-08-14,"A bizarre and fatal incident in Shandong has shocked Chinese netizens. A female driver hit and killed a pedestrian, after which she was filmed dancing around the deceased victim.","Diandian Guo"
"442","Getting on the Pokémon Bus: Taiwan’s Booming Pokémon Go Business","http://www.whatsonweibo.com/taiwan-booming-pokemon-go-business/",2016-08-15,"The highly anticipated release of Pokémon Go in Taiwan on August 6th has led to a national Pokémon Go craze. It has brought about a thriving Pokémon business – introducing anything from Pokémon Go university courses to Pokémon Go bus tours.","Chi Wen"
"443","Wang Baoqiang’s Weibo Marriage Crisis: (Ex) Wife Ma Rong Strikes Back","http://www.whatsonweibo.com/wang-baoqiangs-weibo-marriage-crisis-ex-wife-ma-rong-strikes-back/",2016-08-16,"The Weibo statement of Chinese film star Wang Baoqiang (王宝强) about the illicit affair between his wife and his agent became big news earlier this week. Now that his wife strikes back through Weibo, Wang’s marriage has once again become the trending topic of the day. The Wang & Ma marriage crisis has become a Weibo drama, with millions of netizens watching it unfold.","Manya Koetse"
"444","Hot Pot Paradise? This is China’s First 24/7 Digital Self-Service Hot Pot Supermarket","http://www.whatsonweibo.com/hot-pot-paradise-chinas-first-247-digital-self-service-hot-pot-supermarket/",2016-08-19,"Chinese restaurant chain Wodi Hotpot (卧底火锅) is the new kid on the block in hot pot land. The start-up is China’s first digital self-service hot pot supermarket and restaurant. Combining China’s new digital trends with traditional tasty cuisine, Wodi is the typical post-1985 generation’s place to be. What’s on Weibo tried it out for you. [This is a premium content article.]","Manya Koetse"
"445","These are the 20 ‘Uncivilized’ Chinese Tourists Who Are Banned from Traveling","http://www.whatsonweibo.com/20-chinese-tourists-travel-blacklist/",2016-08-20,"China’s National Tourist Bureau recently issued new public travel regulations that restrict or blacklist Chinese tourists from traveling if they behave ‘uncivilized’. At present, these 20 Chinese tourists are already blacklisted.","Manya Koetse"
"446","More Than Gold: The Success of ‘Made-in-China’ at the Olympics","http://www.whatsonweibo.com/made-in-china-olympics/",2016-08-22,"Chinese products and techniques have gained worldwide attention during the Rio Olympics. From made-in-China Olympic helmets and mosquito nets to its traditional cupping therapy – China gained more from the Rio Olympics than gold alone.","Yanling Xu"
"447","A Dog’s Chance: Finding Gobi the Desert Dog","http://www.whatsonweibo.com/dogs-chance-finding-gobi-desert-dog/",2016-08-22,"It was the story that warmed everyone’s heart: the Australian runner Leonard who found a lifelong friend in a stray dog who joined him on his 155-mile marathon across China. But now Gobi has gone missing and Leonard is calling on Weibo netizens to help him find back his four-legged friend.","Manya Koetse"
"448","“Where’s China’s Animal Protection Law?” – Crowd Gathers to Beat Up Chengdu Dog Abuser","http://www.whatsonweibo.com/wheres-chinas-animal-protection-law-crowd-gathers-beat-chengdu-dog-abuser/",2016-08-23,"A group of animal welfare activists in Chengdu recently took the law into their own hands when they publicly beat up a man who abused his dog. The incident has triggered online discussions on the legal aspect of the matter. Voices calling for a Chinese animal protection law are growing louder.","Manya Koetse"
"449","GOBI HAS BEEN FOUND! – Marathon Runner Finds Back Dog in Urumqi","http://www.whatsonweibo.com/gobi-found-marathon-runner-finds-back-dog-urumqi/",2016-08-24,"It was the news everybody was hoping for. Gobi, the desert dog that joined Australian runner on his marathon across China and went missing before he could be adopted, has been found back after a long search in the city of Urumqi, China.","Manya Koetse"
"450","Woman Killed by Tiger – Badaling Wildlife Park Investigation Completed","http://www.whatsonweibo.com/woman-killed-tiger-badaling-wildlife-park-investigation-completed/",2016-08-24,"Investigation of the incident where a woman was attacked by a tiger when she got out of the car at the Badaling Wildlife Park (八达岭动物园) in Beijing this summer has been completed. It concludes that the wildlife park is not to blame.","Manya Koetse"
"451","“Without Limits, There is No Freedom” – Controversial French Burkini Ban Goes Trending on Weibo","http://www.whatsonweibo.com/without-limits-no-freedom-controversial-french-burkini-ban-goes-trending-weibo/",2016-08-24,"France’s ‘burkini’ bans recently sparked outrage on Twitter, where many netizens called them “racist” and “oppressive”. On Chinese social media, however, many netizens seem to support the French ban on Islamic swimwear, while other Weibo users just don’t understand what all the “fuss” is about.","Manya Koetse"
"452","“This is Ma Rong’s New Phone Number” – Wicked Revenge Goes Viral on Weibo","http://www.whatsonweibo.com/ma-rongs-new-phone-number-wicked-revenge-goes-viral-weibo/",2016-08-26,"One young man from Huangshan was so upset when his girlfriend broke up with him, that he spread her phone number on social media saying “this is Ma Rong’s phone number”. Ma Rong recently became one of China’s most-hated celebrities.","Manya Koetse"
"453","Japanese Table Tennis Star Not Allowed to Marry Taiwanese Boyfriend","http://www.whatsonweibo.com/japanese-table-tennis-star-not-allowed-marry-taiwanese-boyfriend/",2016-08-26,"A Japanese women’s magazine recently reported that the Japan’s Table Tennis Association is thwarting the marriage of table tennis star Ai Fukuhara to Taiwanese fellow Olympian Chiang Hung-Chieh. On Weibo, some netizens understand why.","Manya Koetse"
"454","No More Drama? China’s Media Watchdog Restricts Hyping Of Celebrity Scandals","http://www.whatsonweibo.com/no-drama-chinas-media-watchdog/",2016-08-29,"China’s media watchdog (广电总局) recently announced it will guard against the hyping of private scandals of the rich and famous. The notice comes after a month full of divorce drama involving celebrity couple Wang Baoqiang and Ma Rong.","Manya Koetse"
"455","Chinese 3D Street Artist Qi Xinghua Brings Concrete to Life : “A City Needs Its Tattoos”","http://www.whatsonweibo.com/chinese-3d-artist-qi-xinghua/",2016-08-30,"Chinese 3D artist Qi Xinghua (齐兴华) uses his skills to turn bleak walls in Chinese cities into stunning works of art – he brings concrete to life. But his street art often does not last, as Qi faces different forces that work against him and his work. On social media platform Weibo, Qi’s fans can admire his art online, even if it has already disappeared from the streets.","Diandian Guo"
"456","Kidnap in Broad Daylight – Shocking Footage Shows Child Snatched Away From Back of Bike","http://www.whatsonweibo.com/child-snatched-away/",2016-08-30,"A video that shows a man snatching away a boy from the back of a bike is circulating on Chinese social media. [Viewer discretion advised].","Manya Koetse"
"457","Why Is China So Obsessed With a Celebrity Divorce?","http://www.whatsonweibo.com/china-obsessed-celebrity-divorce/",2016-08-31,"The recent divorce of Chinese film star Wang Baoqiang (王宝强) has already become China’s biggest scandal of 2016. With over 10 billion views, it is one of the most-read topics Weibo has ever seen. Why is China so obsessed with a celebrity divorce?","Manya Koetse"
"458","Xiamen School Gets In Students’ Hair, Bans Long Hair and Fringes","http://www.whatsonweibo.com/chinese-school-gets-students-hairs/",2016-09-01,"At one Xiamen school, boys cannot have hair longer than 6 mm, and girls cannot wear bangs. If students have naturally curly or light hair, they need medical documents to prove it.","Manya Koetse"
"459","Pregnant Woman Causes Havoc In Beijing Subway Because There’s No Seat","http://www.whatsonweibo.com/pregnant-woman-causes-havoc-beijing-subway-theres-no-seat/",2016-09-01,"A pregnant woman has caused havoc in the Beijing subway today when nobody would give up their seat for her. Incidents of aggression at Beijing’s most busy subway line are nothing new; cases often involve young women.","Manya Koetse"
"460","The “Tents of Love” Phenomenon: Chinese Parents Sleep in Tents At Their Kids’ New University","http://www.whatsonweibo.com/tents-love-phenomenon/",2016-09-05,"At the start of a new semester, more universities across China are setting up tented camps for parents who are seeing off their college freshman children. On Chinese social media, netizens discuss if these so-called ‘tents of love’ (爱心帐篷) are indeed a sign of love, or if they epitomize the non-independence of China’s post-1990s generation.","Manya Koetse"
"461","[WATCH] Shandong Teacher Beats Students During Military Training","http://www.whatsonweibo.com/watch-shandong-teacher-beats-students-military-training/",2016-09-06,"Chinese netizens have exposed how a teacher beats and kicks his students during a military training at a Shandong school. Weibo users respond to the video with anger: “This teacher should be beaten himself.”","Manya Koetse"
"462","Oh, Sh*t – Chinese Burglar Gets Caught After Pooping on Victim’s Floor","http://www.whatsonweibo.com/chinese-burglar-caught/",2016-09-06,"Chinese media are reporting about an unusual court case today. A Chinese burglar was caught after he pooped on the ground at his victim’s house. Thanks to the forensic DNA analysis of his faeces, he could be arrested for the burglary and 286 other cases of theft.","Manya Koetse"
"463","Little Dog Chases Bus For Half an Hour, Becomes Trending","http://www.whatsonweibo.com/little-dog-chases-bus-half-hour-becomes-trending/",2016-09-07,"A little dog that chased a bus for over half an hour recently became a trending topic on Chinese social media. The incident caused much controversy, attracting thousands of comments and over 65 million views.","Manya Koetse"
"464","Ageless Fashion – China’s “Goddess Granny” Huang Yanzhen","http://www.whatsonweibo.com/chinas-goddess-granny-huang-yanzhen/",2016-09-07,"The 73-year-old Huang Yanzhen from Xiamen has become a media sensation in China. With her unique style and young spirit, she is a fashion inspiration to many. Chinese photographer Xiaoye Jessie captured her charm in a photoshoot that became a hit on Chinese social media.","Manya Koetse"
"465","China’s Most Favorite Japanese Girl Ai Fukuhara is Getting Married","http://www.whatsonweibo.com/chinas-favorite-japanese-girl-ai-fukuhara-getting-married/",2016-09-08,"Ai Fukuhara is getting married! China’s favorite ‘Japanese doll’ and famous tennis table player is tying the knot and all of Weibo wants to know how the marriage with Taiwanese Chiang Hung-Chieh will work out – and whose accent is going to win.","Diandian Guo"
"466","Old Teacher-Student Traditions in Modern Times: The Fight Between Guo Degang & Cao Yunjin","http://www.whatsonweibo.com/big-falling-crosstalk-actors-guo-degang-cao-yunjin/",2016-09-09,"The recent public falling-out between famous Chinese comic dialogue actors Guo Degang and his pupil Cao Yunjin has got Chinese netizens talking about traditional teacher-student relations in modern-day China.","Diandian Guo"
"467","Packed Like Sardines – Hangzhou Sees Huge Wave of Tourism After G20","http://www.whatsonweibo.com/packed-like-sardines-hangzhou-sees-huge-wave-tourism-g20/",2016-09-12,"After the end of the G20, China’s hosting city of Hangzhou has seen a sharp increase in popularity. Now that world leaders have left town, the tourists are streaming in – but not everyone is happy with the crowded scenes.","Yanling Xu"
"468","Higher Prices, Bothered Passengers: Why Are Didi’s Prices Going Up?","http://www.whatsonweibo.com/question-day-didis-prices-going/",2016-09-12,"It has been the question going around Chinese social media: why are the prices of China’s most popular e-hailing app service Didi (滴滴) going up? Users of the mobile taxi-calling app are not happy now that prices are increasing as much as 20%. Read the story of Didi Chuxing, its increasing prices, and what Chinese netizens are saying about it.","Manya Koetse"
"469","China’s Post-90s Workers: The Job-Hopping Generation","http://www.whatsonweibo.com/chinas-post-1990s-job-hopping-generation/",2016-09-13,"Only 40% of China’s post-90s graduates stay in their job for longer than 2 years, a new study says. Many young Chinese are not afraid to quit their jobs, with some media even reporting cases of twenty-somethings resigning because “the weather is too cold”. China’s post-90s generation is a job-hopping one, that chooses personal freedom over financial security. Is it true they quit their job over every little thing?","Manya Koetse"
"470","Not Too Smart – Man Gets Stuck Fishing Phone Out Of Toilet","http://www.whatsonweibo.com/man-gets-stuck-fishing-phone-toilet/",2016-09-15,"For one man in Guangdong, his night went from bad to worse when he first dropped his smartphone in the toilet and then got stuck trying to grab it. A neighbor heard his cries for help.","Manya Koetse"
"471","Did Apple Lose Momentum in China? iPhone 7 Hits Chinese Market, Netizens Not Too Crazy About It","http://www.whatsonweibo.com/apple-lose-momentum-china-iphone-7-hits-chinese-market-apple-fans-not-crazy/",2016-09-16,"iPhone 7 has been launched in China on Friday, but this time, people are not going crazy over its release. Many Chinese netizens say they would rather buy “made-in-China” smartphones. According to Chinese entrepreneur Jia Yueting, Apple has become ‘outdated’ in China.","Manya Koetse"
"472","Kawaii Dolls & Digital Tools: How The Forbidden City Caters to Modern Audiences","http://www.whatsonweibo.com/kawaii-dolls-digital-tools-forbidden-city-caters-modern-audiences/",2016-09-19,"The century-old Forbidden City is finding new ways to cater to younger, tech-savvy audiences. From its online ‘kawaii’ dolls to interactive apps, Beijing’s Palace Museum is using e-commerce and digital tools to keep up with China’s fast-moving trends while preserving its traditional culture.","Diandian Guo"
"473","New Kind Of ‘Pengci’? Chinese Users Cook Samsung Galaxy Note 7 To Make Battery Explode","http://www.whatsonweibo.com/new-kind-pengci-chinese-users-cook-samsung-galaxy-note-7-make-battery-explode/",2016-09-20,"After first reports of a Samsung Galaxy Note 7 battery exploding in China, Samsung stated that its investigation found no battery problem in the People’s Republic. South Korean media now report that the explosions were purposely caused for compensation. Is deliberately blowing up your smartphone a new kind of ‘pengci’?","Manya Koetse"
"474","“Chinese People Unwilling to Get Married” – What BBC Forgot To Mention","http://www.whatsonweibo.com/chinese-people-unwilling-get-married-bbc-forgot-mention/",2016-09-22,"Fewer people are tying the knot in China, the New York Times recently reported. The news triggered the hashtag “Chinese People Unwilling to Get Married” on Chinese social media. BBC News covered and contextualized the discussion in a recent article. But the article misses one incredibly important aspect of marriage in China, What’s on Weibo’s Ryan Myers says.","Ryan Myers"
"475","Leaving Water Taps Running In Japanese Hotels – Controversial “Act of Patriotism” Fuels Debate","http://www.whatsonweibo.com/leaving-hotel-water-taps-running-japan-controversial-act-patriotism-fuels-debate/",2016-09-25,"On September 18, the day that China commemorated the 85th anniversary of Japanese invasion in Manchuria, Chinese real estate tycoon Guo Bin posted on Weibo that he always leaves the water tap running in Japanese hotels to express patriotism. The anti-Japanese post set off a fierce discussion on Chinese social media.","Diandian Guo"
"476","Funny “Laowai” Rap Praising Chinese Cars Goes Viral","http://www.whatsonweibo.com/funny-laowai-rap-praising-chinese-cars-goes-viral/",2016-09-25,"A catchy “rap video” featuring a foreigner praising Chinese cars has gone viral on Chinese social media.","Manya Koetse"
"477","“Muslim-Only” Shower Cabins Trigger Complaints About Muslim Privilege","http://www.whatsonweibo.com/muslim-shower-cabins-trigger-complaints-muslim-privilege/",2016-09-26,"A university in eastern China recently introduced Muslim-only shower cabins. The cabins, exclusive to Muslim students, offer more privacy than the regular communal showers. The new shower arrangements have fuelled discussions on Chinese social media, where many netizens are disgruntled and consider the special showers a display of muslim privilege.","Diandian Guo"
"478","Fifty Shades of ‘Vulgar’ – BDSM Lifestyle Slammed by Chinese Media","http://www.whatsonweibo.com/fifty-shades-vulgar-bdsm-lifestyle-slammed-chinese-media/",2016-09-27,"A young couple from Dalian recently made headlines in China by posting kinky pictures of their BDSM lifestyle on Weibo. According to experts quoted by Chinese media, their “sexual abuse addiction” can – and should be – cured.","Manya Koetse"
"479","Another Apology to China? One Taiwanese Model and China’s Angry Cyber-Nationalism","http://www.whatsonweibo.com/another-apology-to-china-anger-displays-nationalism-on-chinese-social-media/",2016-09-29,"When a Taiwanese model recently scolded people from the mainland on social media, it triggered a wave of comments from netizens who took it as a personal insult and an attack on China. Anger has become a recurring display of Chinese cyber-nationalism. Controversies often end with a public “apology to China”.","Manya Koetse"
